processo_id,numero_processo,cliente_id,tipo,fase,status,advogado_responsavel,data_abertura,prazo_proximo,valor_causa,vara,observacoes
2054,5159219-49.2023.5.25.3676,112,TRABALHISTA,inicial,settlement,Dra Fontes,2020-06-12,20/07/2025,,6ª Vara Trabalhista de Recife,
2055,8630644-97.2025.3.28.1296,1119,TRABALHISTA,recurso,suspended,dr. melo,06/04/2026,15 de dezembro de 2026,71845,14ª Vara Cível de Recife,
2056,1614850-25.2020.8.85.3161,432,trabalhista,recurso,ativo,Dr. Barros,12/01/20,,,1ª Vara Cível de Recife,aguardando documentos
2057,8655267-17.2025.3.63.4188,1234,Trabalhista,instrução,Ativo,dr. melo,26/01/2026,19/06/2025,264518.00,1ª Vara Trabalhista de Recife,em negociação
2058,1878000-50.2025.7.58.1197,444,civil,inicial,em recurso,DRA. CAVALCANTE,18/01/2026,,131568,19ª Vara Trabalhista de Recife,cliente não responde
2059,5116418-16.2025.3.98.2234,113,TRABALHISTA,arquivado,encerrado,dr. melo,10 de março de 2024,18/11/26,,13ª Vara Criminal de Recife,
2060,8714773-70.2022.9.65.8541,688,Trabalhista,execução,ATIVO,Dr. Barros,2023-06-30,2026-08-19,R$ 17.088,12ª Vara Cível de Recife,cliente não responde
2061,7626521-25.2020.9.17.3305,904,cível,sentença,settlement,dr. melo,2022-02-05,27/06/2025,472295,7ª Vara Criminal de Recife,em negociação
2062,7243958-65.2020.5.25.5047,563,civil,sentença,ativo,dr. melo,2020-03-30,2026-12-19,,4ª Vara Cível de Recife,
2063,2884639-86.2023.2.31.8737,594,cível,recurso,appeal,Dr. Barros,2024-03-16,23/08/2025,R$ 340.180,15ª Vara Cível de Recife,cliente não responde
2064,6038940-61.2024.4.64.6408,990,Trabalhista,recurso,ativo,Dr. Barros,12 de setembro de 2020,21/03/26,,12ª Vara Trabalhista de Recife,em negociação
2065,7323234-16.2020.9.59.5035,796,Civil,recurso,encerrado,Dra Fontes,26/04/20,31 de dezembro de 2026,490921.00,10ª Vara Criminal de Recife,em negociação
2066,2895065-46.2022.7.67.1438,1161,TRABALHISTA,arquivado,em recurso,Dra Fontes,13/04/21,17/04/26,492430,12ª Vara Cível de Recife,
2067,7951127-89.2024.1.63.3502,613,cível,arquivado,closed,Dr. Barros,2021-03-03,23/07/2026,,19ª Vara Trabalhista de Recife,
2068,1272937-41.2023.5.75.9958,1494,TRABALHISTA,instrução,suspended,Dra. Fontes,29/12/2023,22/06/25,209654.00,13ª Vara Criminal de Recife,em negociação
2069,7320713-89.2022.3.68.7881,855,Civil,recurso,ativo,dr. melo,28 de setembro de 2023,2026-02-20,322003,3ª Vara Criminal de Recife,cliente não responde
2070,3679963-72.2020.9.29.7859,1419,Trabalhista,sentença,suspenso,Dra. Fontes,2025-07-27,2 de fevereiro de 2025,241801,4ª Vara Cível de Recife,
2071,4415624-13.2024.9.14.9480,416,cível,audiência,settlement,Dr. Melo,05/08/24,29/07/2025,411395.00,13ª Vara Cível de Recife,em negociação
2072,7110796-41.2020.3.80.5362,146,Trabalhista,inicial,Encerrado,Dra Fontes,29/09/20,2026-05-22,162763,20ª Vara Cível de Recife,
2073,8381610-96.2020.6.26.2533,219,civil,audiência,appeal,Dr. Barros,12/04/2023,4 de janeiro de 2025,128712,11ª Vara Trabalhista de Recife,cliente não responde
2074,3879233-61.2024.5.30.1494,921,Civil,instrução,ativo,Dra Fontes,2026-03-29,2026-01-29,146567.00,3ª Vara Trabalhista de Recife,
2075,1099617-37.2023.9.61.1793,1261,cível,acordo extrajudicial,settlement,Dr. Melo,01/07/21,28/03/26,276598,18ª Vara Trabalhista de Recife,
2076,9252661-70.2020.1.46.1185,271,TRABALHISTA,arquivado,suspended,Dra Fontes,24/01/20,22/07/2026,R$ 463.346,6ª Vara Trabalhista de Recife,aguardando documentos
2077,2519059-58.2022.7.86.4385,1489,Civil,audiência,settlement,dr. melo,18/05/2021,26/08/2026,R$ 160.782,1ª Vara Criminal de Recife,
2078,8368372-34.2020.6.43.9691,852,Trabalhista,execução,em recurso,dr. melo,29/03/22,17/05/2026,,9ª Vara Cível de Recife,em negociação
2079,4893809-11.2021.7.19.9759,943,Civil,execução,appeal,Dra. Fontes,2025-02-11,15 de novembro de 2025,R$ 444.993,6ª Vara Trabalhista de Recife,em negociação
2080,8574876-96.2020.7.97.4673,453,civil,sentença,Ativo,Dr. Barros,6 de janeiro de 2025,25 de setembro de 2025,125615,4ª Vara Cível de Recife,urgente
2081,4460247-99.2024.9.97.4840,696,Trabalhista,audiência,encerrado,Dra Fontes,29/07/2021,2025-03-26,22589,5ª Vara Cível de Recife,cliente não responde
2082,2191287-57.2021.1.18.8228,273,trabalhista,acordo extrajudicial,active,Dra. Fontes,13/05/2022,2026-01-17,R$ 421.198,11ª Vara Criminal de Recife,cliente não responde
2083,2660213-63.2022.6.50.8366,492,TRABALHISTA,arquivado,em recurso,Dr. Barros,20/02/2023,13 de julho de 2025,388119,20ª Vara Criminal de Recife,urgente
2084,6944389-98.2023.1.72.8245,1423,Trabalhista,recurso,Ativo,Dra. Cavalcante,22 de junho de 2023,19/11/25,,7ª Vara Trabalhista de Recife,em negociação
2085,5850223-43.2020.3.81.3185,1191,trabalhista,instrução,settlement,Dra. Fontes,24/08/25,22 de junho de 2026,R$ 214.743,6ª Vara Criminal de Recife,em negociação
2086,7916680-90.2022.1.67.1785,1236,civil,execução,encerrado,DRA. CAVALCANTE,05/04/21,26/06/25,7984,19ª Vara Cível de Recife,
2087,1887163-62.2025.9.93.1037,1384,civil,audiência,acordo,Dr. Barros,12/01/23,11/02/26,,20ª Vara Cível de Recife,urgente
2088,8286828-70.2022.9.31.8012,463,civil,recurso,ATIVO,Dra. Fontes,3 de dezembro de 2022,2026-02-28,163323,11ª Vara Cível de Recife,
2089,4452862-76.2021.3.27.3238,1090,trabalhista,inicial,suspenso,Dra. Fontes,11 de maio de 2023,07/02/25,392745,3ª Vara Cível de Recife,
2090,6992158-64.2024.5.43.7750,1123,trabalhista,execução,em recurso,dr. melo,03/02/21,13 de maio de 2026,R$ 411.653,6ª Vara Criminal de Recife,
2091,8382607-83.2020.6.26.3936,1317,TRABALHISTA,audiência,appeal,Dra. Fontes,15 de outubro de 2021,2026-06-16,,15ª Vara Criminal de Recife,
2092,1273300-90.2024.2.80.7378,918,cível,recurso,ativo,Dra Fontes,21/06/21,,216772,4ª Vara Criminal de Recife,aguardando documentos
2093,7789809-22.2020.1.73.9031,807,Trabalhista,acordo extrajudicial,encerrado,Dra. Cavalcante,20/08/2020,2025-12-18,247379,12ª Vara Trabalhista de Recife,
2094,8368255-39.2020.9.60.4414,133,Trabalhista,instrução,settlement,DRA. CAVALCANTE,15/05/21,2025-10-23,,1ª Vara Trabalhista de Recife,
2095,3464073-25.2022.8.73.5075,344,cível,recurso,suspended,DRA. CAVALCANTE,27/02/25,,,8ª Vara Cível de Recife,aguardando documentos
2096,8936104-83.2022.1.39.7934,239,civil,sentença,active,dr. melo,2022-11-11,2025-05-04,,13ª Vara Cível de Recife,
2097,3496733-55.2020.2.43.8503,686,cível,inicial,active,Dra. Cavalcante,17 de março de 2026,29/03/2026,72791,20ª Vara Cível de Recife,
2098,3675188-38.2025.9.53.3305,571,TRABALHISTA,sentença,active,dr. melo,03/12/2025,04/01/26,,18ª Vara Criminal de Recife,em negociação
2099,1095980-10.2020.7.77.8313,579,civil,instrução,settlement,Dr. Barros,31 de agosto de 2021,7 de agosto de 2026,R$ 474.233,2ª Vara Criminal de Recife,urgente
2100,9319285-35.2025.3.19.9131,950,trabalhista,sentença,suspenso,DRA. CAVALCANTE,21/05/2024,3 de agosto de 2025,,11ª Vara Trabalhista de Recife,
2101,6339808-70.2020.2.67.1325,332,TRABALHISTA,execução,acordo,DRA. CAVALCANTE,25 de agosto de 2025,15/02/2025,66792,19ª Vara Criminal de Recife,
2102,7553290-31.2023.9.36.9282,502,TRABALHISTA,instrução,ATIVO,Dr. Melo,15/11/24,31/05/26,,8ª Vara Criminal de Recife,
2103,5451988-41.2020.2.82.4041,1266,Civil,recurso,ativo,Dra. Fontes,17 de junho de 2020,05/02/2026,R$ 300.249,1ª Vara Cível de Recife,em negociação
2104,6944389-98.2023.1.72.8245,1409,civil,acordo extrajudicial,Encerrado,DRA. CAVALCANTE,2023-03-14,13 de julho de 2025,240625.00,15ª Vara Cível de Recife,urgente
2105,6339266-27.2025.5.15.6766,1127,Civil,acordo extrajudicial,ativo,Dr. Melo,12/03/23,2025-04-30,182129,13ª Vara Trabalhista de Recife,urgente
2106,8735892-74.2025.8.18.9411,453,Trabalhista,arquivado,Encerrado,Dra. Fontes,2022-03-09,20/07/2026,R$ 79.952,7ª Vara Cível de Recife,
2107,8749473-21.2020.4.12.9144,375,civil,acordo extrajudicial,closed,Dra. Fontes,26 de fevereiro de 2026,01/02/25,R$ 300.076,2ª Vara Cível de Recife,
2108,6053412-12.2021.6.72.8346,412,TRABALHISTA,acordo extrajudicial,Ativo,Dra. Fontes,2025-04-13,22/12/2025,R$ 73.072,1ª Vara Cível de Recife,
2109,3734843-61.2021.3.94.2954,910,Trabalhista,audiência,ativo,dr. melo,26/04/2025,08/01/25,252726,3ª Vara Cível de Recife,aguardando documentos
2110,5614769-67.2022.9.87.1001,1103,trabalhista,arquivado,suspenso,Dr. Barros,02/07/2023,2026-07-14,R$ 122.578,1ª Vara Criminal de Recife,cliente não responde
2111,8986773-71.2022.6.45.5854,512,trabalhista,acordo extrajudicial,em recurso,Dr. Barros,24 de março de 2022,19/02/2026,,3ª Vara Criminal de Recife,
2112,5401874-62.2025.2.46.8337,862,Trabalhista,instrução,encerrado,DRA. CAVALCANTE,2025-08-30,18/03/2025,R$ 320.817,6ª Vara Cível de Recife,
2113,4768255-51.2022.4.94.5695,1271,Trabalhista,recurso,encerrado,DRA. CAVALCANTE,25/08/2021,,25324.00,16ª Vara Cível de Recife,
2114,6865513-17.2021.7.21.3938,1490,Trabalhista,execução,suspenso,Dra Fontes,06/12/2024,05/02/2025,404052.00,17ª Vara Criminal de Recife,
2115,5451988-41.2020.2.82.4041,552,trabalhista,recurso,acordo,DRA. CAVALCANTE,12 de junho de 2025,01/10/25,178827,16ª Vara Cível de Recife,
2116,6260319-38.2024.8.96.1114,1196,cível,instrução,suspenso,Dra. Fontes,14/08/20,19 de janeiro de 2026,318089.00,8ª Vara Criminal de Recife,aguardando documentos
2117,2110878-87.2023.8.83.8978,1184,trabalhista,instrução,suspended,dr. melo,2020-04-25,06/06/25,,4ª Vara Cível de Recife,urgente
2118,7486029-45.2024.4.25.3159,323,cível,execução,ativo,dr. melo,28/09/2020,25 de abril de 2026,,16ª Vara Trabalhista de Recife,cliente não responde
2119,4874996-38.2022.9.94.8154,897,cível,sentença,suspended,Dr. Barros,22/03/2020,24 de agosto de 2026,376940.00,3ª Vara Criminal de Recife,
2120,6003915-30.2025.6.37.7681,97,cível,audiência,ativo,Dr. Barros,03/01/22,01/02/26,R$ 221.829,4ª Vara Trabalhista de Recife,
2121,6418382-43.2020.8.63.9133,1053,civil,arquivado,ativo,dr. melo,10/04/20,8 de outubro de 2025,27586,3ª Vara Trabalhista de Recife,cliente não responde
2122,7381740-86.2021.2.88.6570,531,civil,acordo extrajudicial,suspenso,dr. melo,12 de maio de 2022,21 de junho de 2026,R$ 236.333,8ª Vara Cível de Recife,
2123,5966644-82.2023.4.88.9951,1070,Civil,recurso,acordo,Dra. Cavalcante,2022-08-03,26/11/2025,363260.00,16ª Vara Criminal de Recife,urgente
2124,7381740-86.2021.2.88.6570,58,trabalhista,audiência,suspenso,Dra. Fontes,31/01/26,05/12/2025,250601.00,16ª Vara Cível de Recife,aguardando documentos
2125,1614850-25.2020.8.85.3161,414,cível,inicial,suspended,Dr. Barros,16/12/2022,13/04/25,120257,17ª Vara Criminal de Recife,
2126,5451988-41.2020.2.82.4041,709,TRABALHISTA,arquivado,Ativo,dr. melo,23/04/23,2025-07-20,433159.00,18ª Vara Cível de Recife,aguardando documentos
2127,9666878-83.2023.6.29.9905,738,trabalhista,inicial,ATIVO,DRA. CAVALCANTE,26/10/2024,05/06/25,22512,19ª Vara Criminal de Recife,em negociação
2128,8415891-60.2021.6.92.5554,516,TRABALHISTA,recurso,appeal,Dra. Fontes,25 de maio de 2022,,R$ 327.388,12ª Vara Trabalhista de Recife,urgente
2129,2842764-33.2025.7.99.7279,1130,Trabalhista,sentença,Ativo,Dr. Melo,14 de julho de 2021,,290204,19ª Vara Criminal de Recife,
2130,9835331-11.2022.6.15.8602,1217,civil,sentença,ATIVO,Dra. Fontes,20/02/23,2025-03-19,465561.00,14ª Vara Cível de Recife,cliente não responde
2131,2316290-44.2022.7.34.5190,92,Trabalhista,inicial,closed,dr. melo,31/01/2025,2026-06-03,,14ª Vara Criminal de Recife,
2132,9636371-69.2025.8.67.4068,64,civil,recurso,appeal,Dra Fontes,2023-06-19,2 de agosto de 2026,R$ 197.980,20ª Vara Trabalhista de Recife,em negociação
2133,3675188-38.2025.9.53.3305,414,TRABALHISTA,sentença,closed,DRA. CAVALCANTE,15/02/2026,2025-07-09,17071.00,5ª Vara Trabalhista de Recife,aguardando documentos
2134,1346701-74.2024.1.65.8985,1012,cível,recurso,Ativo,Dra. Cavalcante,08/11/2023,,252960,17ª Vara Criminal de Recife,urgente
2135,8168054-14.2024.6.50.1232,1322,Trabalhista,sentença,encerrado,dr. melo,2022-07-26,06/10/2026,232445,4ª Vara Criminal de Recife,
2136,5266269-78.2021.7.59.1392,286,civil,recurso,settlement,Dr. Barros,2023-02-14,18 de maio de 2026,,20ª Vara Criminal de Recife,em negociação
2137,4326518-76.2023.4.36.8530,12,Civil,audiência,ATIVO,Dra. Cavalcante,2025-03-20,,R$ 459.801,1ª Vara Trabalhista de Recife,
2138,8843195-99.2024.6.39.2836,1277,cível,audiência,acordo,Dra. Cavalcante,22 de abril de 2026,27 de maio de 2025,R$ 157.628,7ª Vara Cível de Recife,
2139,7323234-16.2020.9.59.5035,24,cível,recurso,suspenso,Dr. Melo,23/03/2020,,R$ 422.456,3ª Vara Cível de Recife,cliente não responde
2140,7515318-25.2024.4.34.6280,26,Civil,acordo extrajudicial,encerrado,DRA. CAVALCANTE,10/01/26,22/06/2025,137304,8ª Vara Cível de Recife,
2141,8630644-97.2025.3.28.1296,617,Trabalhista,audiência,acordo,Dra Fontes,23/12/2023,,R$ 125.165,13ª Vara Cível de Recife,
2142,1757615-27.2025.7.10.3762,1338,cível,inicial,encerrado,DRA. CAVALCANTE,02/07/25,27 de maio de 2025,187814,5ª Vara Criminal de Recife,
2143,5112941-62.2021.1.89.5887,1065,trabalhista,sentença,ativo,Dra Fontes,3 de agosto de 2020,2025-06-20,R$ 86.217,2ª Vara Trabalhista de Recife,aguardando documentos
2144,5786762-52.2021.9.21.3037,490,TRABALHISTA,inicial,suspenso,dr. melo,2021-10-17,18/12/25,142524.00,8ª Vara Criminal de Recife,cliente não responde
2145,3401866-56.2021.1.87.5297,248,cível,audiência,ativo,Dra. Cavalcante,2023-02-18,25/01/25,R$ 53.712,16ª Vara Cível de Recife,urgente
2146,4065326-72.2025.8.58.5304,546,cível,execução,active,dr. melo,30/07/2025,01/07/2026,80626,14ª Vara Cível de Recife,
2147,2545435-52.2025.3.59.7623,584,civil,recurso,ativo,Dra. Fontes,09/12/23,2025-07-13,407445,12ª Vara Criminal de Recife,urgente
2148,3542616-60.2022.3.87.6536,596,Civil,audiência,closed,Dra. Cavalcante,2025-03-12,12/11/2026,240978,5ª Vara Criminal de Recife,cliente não responde
2149,1353022-94.2023.9.79.1203,1268,TRABALHISTA,sentença,ativo,DRA. CAVALCANTE,20 de dezembro de 2025,21/12/2026,R$ 316.126,9ª Vara Trabalhista de Recife,cliente não responde
2150,4433355-55.2023.8.48.9346,564,TRABALHISTA,sentença,ATIVO,DRA. CAVALCANTE,1 de março de 2024,,R$ 123.970,10ª Vara Cível de Recife,
2151,8749473-21.2020.4.12.9144,473,civil,instrução,encerrado,Dr. Barros,2023-04-11,24 de fevereiro de 2025,323640,1ª Vara Trabalhista de Recife,
2152,6779292-61.2021.4.86.2783,1105,trabalhista,recurso,Encerrado,Dr. Barros,28/09/20,,,16ª Vara Trabalhista de Recife,cliente não responde
2153,5432782-56.2021.2.97.6240,1236,TRABALHISTA,acordo extrajudicial,em recurso,Dr. Barros,2022-07-22,28/05/2025,277787.00,17ª Vara Criminal de Recife,urgente
2154,2191287-57.2021.1.18.8228,8,Trabalhista,execução,em recurso,Dra. Fontes,21 de maio de 2024,2026-09-06,428970,6ª Vara Cível de Recife,cliente não responde
2155,5217157-98.2020.2.64.4094,597,Trabalhista,sentença,suspenso,Dr. Barros,2024-08-21,2025-03-25,390148.00,14ª Vara Cível de Recife,aguardando documentos
2156,9798556-59.2021.3.62.3110,845,TRABALHISTA,sentença,Encerrado,Dra. Fontes,06/08/2021,21 de outubro de 2026,187825,10ª Vara Trabalhista de Recife,urgente
2157,4687348-31.2023.1.92.6907,366,Civil,recurso,ativo,DRA. CAVALCANTE,2022-07-05,30 de março de 2026,,15ª Vara Trabalhista de Recife,
2158,4938178-62.2020.7.27.6072,502,Trabalhista,arquivado,ativo,Dr. Melo,2022-06-23,,R$ 283.210,18ª Vara Criminal de Recife,
2159,3667022-35.2020.9.76.3115,1025,trabalhista,arquivado,encerrado,DRA. CAVALCANTE,24 de junho de 2022,18/03/2025,242938.00,5ª Vara Trabalhista de Recife,cliente não responde
2160,9489806-94.2021.2.55.9162,1078,TRABALHISTA,audiência,encerrado,Dra. Fontes,24/04/21,28 de dezembro de 2025,,1ª Vara Cível de Recife,aguardando documentos
2161,8843990-84.2020.6.68.3017,919,TRABALHISTA,recurso,acordo,Dr. Barros,20 de junho de 2024,29/10/2026,220786.00,19ª Vara Cível de Recife,aguardando documentos
2162,9822459-92.2024.8.17.6403,1106,trabalhista,acordo extrajudicial,Encerrado,Dr. Barros,2025-01-29,25 de agosto de 2025,,13ª Vara Cível de Recife,
2163,4433355-55.2023.8.48.9346,740,civil,inicial,ATIVO,dr. melo,08/04/2026,2026-12-28,126338.00,3ª Vara Trabalhista de Recife,
2164,1754781-28.2025.6.89.2162,1115,civil,inicial,suspenso,Dra Fontes,29/07/2025,19 de outubro de 2026,,14ª Vara Trabalhista de Recife,
2165,3778380-86.2023.9.32.5849,351,trabalhista,sentença,ativo,Dr. Melo,30/11/21,03/07/25,,3ª Vara Trabalhista de Recife,cliente não responde
2166,8209168-30.2020.1.41.7632,1151,TRABALHISTA,sentença,ativo,Dr. Barros,2024-07-10,25/05/2026,R$ 290.469,19ª Vara Cível de Recife,
2167,6370110-64.2022.3.52.8440,1496,civil,sentença,acordo,Dra. Cavalcante,7 de junho de 2024,21 de março de 2025,297455,15ª Vara Trabalhista de Recife,
2168,2110878-87.2023.8.83.8978,430,cível,inicial,Ativo,dr. melo,14/02/2025,,R$ 162.268,20ª Vara Cível de Recife,urgente
2169,7224257-29.2020.8.88.9110,796,trabalhista,acordo extrajudicial,Ativo,Dr. Barros,2022-10-25,24/04/2025,,4ª Vara Criminal de Recife,
2170,1869144-23.2023.5.84.3325,163,cível,acordo extrajudicial,ativo,Dra Fontes,3 de julho de 2024,16/11/2026,R$ 12.196,10ª Vara Cível de Recife,
2171,2112478-55.2024.2.51.9095,342,trabalhista,audiência,suspenso,DRA. CAVALCANTE,2022-01-10,09/09/26,,4ª Vara Cível de Recife,cliente não responde
2172,8816646-78.2020.7.70.9224,347,Civil,execução,ATIVO,Dr. Melo,09/03/21,,179744,6ª Vara Trabalhista de Recife,cliente não responde
2173,3724721-44.2021.9.75.5553,200,TRABALHISTA,arquivado,ativo,DRA. CAVALCANTE,2026-04-14,07/11/25,,17ª Vara Criminal de Recife,em negociação
2174,7320713-89.2022.3.68.7881,760,trabalhista,recurso,encerrado,Dr. Melo,10/02/21,21/07/2025,R$ 128.906,17ª Vara Criminal de Recife,aguardando documentos
2175,6160516-66.2024.5.17.7150,928,cível,arquivado,active,Dr. Melo,19/02/26,2026-08-03,447125.00,10ª Vara Criminal de Recife,
2176,4952151-27.2023.3.38.8762,197,trabalhista,execução,closed,Dr. Barros,02/10/24,22/09/2026,,18ª Vara Cível de Recife,
2177,2658962-39.2022.5.95.8856,206,Trabalhista,acordo extrajudicial,suspenso,Dra Fontes,2020-06-01,19 de novembro de 2026,270847,9ª Vara Cível de Recife,em negociação
2178,8368255-39.2020.9.60.4414,925,trabalhista,acordo extrajudicial,active,Dra Fontes,2022-04-11,11/06/2026,52395,6ª Vara Criminal de Recife,em negociação
2179,5661974-14.2020.6.39.3137,856,Trabalhista,instrução,settlement,dr. melo,02/02/20,2025-05-17,,18ª Vara Trabalhista de Recife,
2180,4090182-95.2021.1.57.7189,1422,trabalhista,acordo extrajudicial,em recurso,dr. melo,15/11/2025,,455317.00,10ª Vara Trabalhista de Recife,cliente não responde
2181,4865461-96.2025.2.64.9143,813,Civil,recurso,ativo,Dra Fontes,2021-11-23,28/03/25,,3ª Vara Cível de Recife,
2182,8066975-72.2023.7.26.7675,307,Trabalhista,sentença,closed,Dra Fontes,01/11/22,14 de dezembro de 2026,R$ 148.590,7ª Vara Criminal de Recife,
2183,3778380-86.2023.9.32.5849,681,cível,instrução,Encerrado,dr. melo,12/01/25,04/08/25,,9ª Vara Cível de Recife,
2184,7633905-83.2022.9.95.2309,373,trabalhista,instrução,Encerrado,Dr. Melo,2023-08-03,2026-07-19,R$ 110.978,3ª Vara Cível de Recife,
2185,5703772-88.2020.8.34.6114,63,Trabalhista,inicial,acordo,DRA. CAVALCANTE,2022-06-06,11 de junho de 2026,329753,2ª Vara Trabalhista de Recife,
2186,1933296-95.2024.5.69.8317,937,Civil,instrução,em recurso,DRA. CAVALCANTE,20/07/21,30 de abril de 2025,388523,18ª Vara Trabalhista de Recife,urgente
2187,5631823-61.2020.5.47.1440,1476,civil,inicial,appeal,Dr. Barros,24 de setembro de 2021,2026-03-12,,12ª Vara Criminal de Recife,urgente
2188,7892487-80.2022.9.64.5036,196,cível,arquivado,suspenso,Dr. Melo,2023-11-28,11/06/2025,317838,3ª Vara Trabalhista de Recife,em negociação
2189,1165147-13.2020.2.47.5874,685,TRABALHISTA,audiência,Encerrado,Dra Fontes,22/12/2024,05/08/25,R$ 73.379,1ª Vara Trabalhista de Recife,
2190,2869625-86.2025.7.14.5837,1129,Trabalhista,execução,Ativo,Dr. Barros,21/01/25,24/11/25,427601,9ª Vara Criminal de Recife,aguardando documentos
2191,1966014-66.2022.7.82.2137,1231,TRABALHISTA,execução,active,Dr. Melo,11/09/22,16 de julho de 2026,308309,9ª Vara Cível de Recife,urgente
2192,2100417-68.2021.7.29.9662,300,cível,audiência,Encerrado,Dr. Melo,2023-06-13,,74599.00,1ª Vara Trabalhista de Recife,urgente
2193,3541821-31.2021.8.96.1927,398,cível,audiência,active,Dra. Cavalcante,30 de julho de 2022,,,15ª Vara Cível de Recife,
2194,6334947-38.2020.4.71.6173,1156,cível,audiência,encerrado,Dr. Barros,2022-08-16,2025-04-14,369989.00,5ª Vara Trabalhista de Recife,
2195,6686912-30.2025.4.68.7078,287,cível,inicial,ATIVO,dr. melo,29/05/2023,2026-03-09,R$ 76.897,3ª Vara Criminal de Recife,em negociação
2196,7486029-45.2024.4.25.3159,668,Trabalhista,execução,settlement,dr. melo,07/10/2025,2025-01-16,401611.00,3ª Vara Trabalhista de Recife,em negociação
2197,4874996-38.2022.9.94.8154,192,TRABALHISTA,recurso,ativo,Dra. Cavalcante,28/05/2025,18 de agosto de 2026,337484,10ª Vara Criminal de Recife,em negociação
2198,9822459-92.2024.8.17.6403,22,trabalhista,sentença,ativo,Dra Fontes,21/08/20,2025-09-07,9739,1ª Vara Cível de Recife,
2199,6953559-38.2025.7.42.9212,912,TRABALHISTA,execução,Ativo,Dra. Fontes,30/03/22,08/10/25,22111.00,8ª Vara Cível de Recife,
2200,1445483-93.2023.1.61.7357,891,TRABALHISTA,acordo extrajudicial,ativo,Dra Fontes,15/11/23,2026-02-13,113157.00,17ª Vara Criminal de Recife,
2201,7626521-25.2020.9.17.3305,1040,trabalhista,inicial,ATIVO,Dra. Cavalcante,20/11/2025,04/02/2025,,6ª Vara Trabalhista de Recife,cliente não responde
2202,4016576-41.2022.7.10.6952,1273,Civil,acordo extrajudicial,suspenso,Dr. Barros,13/01/26,02/04/25,R$ 208.484,1ª Vara Criminal de Recife,em negociação
2203,5422047-80.2024.8.62.4364,360,trabalhista,recurso,appeal,dr. melo,2024-08-10,19/03/26,,5ª Vara Cível de Recife,urgente
2204,5545511-73.2023.1.66.9757,524,cível,instrução,suspended,Dr. Barros,8 de outubro de 2022,10/11/2025,216235,1ª Vara Trabalhista de Recife,urgente
2205,5271615-59.2021.2.54.6844,307,Civil,inicial,ativo,DRA. CAVALCANTE,09/02/2024,21/02/26,,7ª Vara Trabalhista de Recife,
2206,6101036-60.2022.7.49.3295,1070,trabalhista,inicial,encerrado,DRA. CAVALCANTE,29/01/2022,2026-02-06,,10ª Vara Criminal de Recife,
2207,5438623-45.2022.4.51.7250,609,Civil,execução,suspenso,Dra. Cavalcante,22/08/2021,03/03/26,,9ª Vara Trabalhista de Recife,
2208,3401866-56.2021.1.87.5297,55,TRABALHISTA,execução,ativo,Dr. Barros,11/03/2025,01/02/2026,R$ 411.523,7ª Vara Criminal de Recife,cliente não responde
2209,7320713-89.2022.3.68.7881,1084,TRABALHISTA,acordo extrajudicial,em recurso,dr. melo,21/03/24,2026-09-10,R$ 257.451,6ª Vara Trabalhista de Recife,
2210,9062552-47.2024.4.22.8265,1045,Trabalhista,sentença,settlement,Dra. Cavalcante,15 de janeiro de 2026,18 de outubro de 2026,R$ 60.564,4ª Vara Cível de Recife,
2211,8215015-64.2021.5.32.1893,1195,TRABALHISTA,instrução,ativo,dr. melo,30/06/23,8 de fevereiro de 2025,,13ª Vara Cível de Recife,cliente não responde
2212,2461262-96.2021.6.48.1315,603,cível,acordo extrajudicial,active,Dr. Barros,7 de fevereiro de 2022,18 de junho de 2026,144525.00,6ª Vara Trabalhista de Recife,urgente
2213,6953559-38.2025.7.42.9212,793,TRABALHISTA,arquivado,ATIVO,Dra. Fontes,2023-07-22,,63115,17ª Vara Cível de Recife,cliente não responde
2214,9062552-47.2024.4.22.8265,1027,Civil,acordo extrajudicial,ativo,Dra Fontes,2020-02-01,19 de agosto de 2026,R$ 13.669,7ª Vara Trabalhista de Recife,
2215,5947618-28.2023.6.53.6118,63,Civil,instrução,Encerrado,Dra. Fontes,03/05/22,08/07/26,R$ 77.141,10ª Vara Cível de Recife,
2216,7271178-97.2023.5.84.4243,139,cível,execução,suspended,Dr. Melo,2024-01-12,3 de agosto de 2026,444839,10ª Vara Cível de Recife,
2217,3778380-86.2023.9.32.5849,118,Civil,inicial,acordo,Dra. Cavalcante,2024-06-22,22/02/2026,308386,9ª Vara Cível de Recife,aguardando documentos
2218,6425355-10.2021.6.53.2041,1338,Civil,sentença,encerrado,Dra. Fontes,27 de setembro de 2021,16/05/2026,,2ª Vara Cível de Recife,em negociação
2219,1742202-63.2023.6.68.9372,1248,cível,execução,suspended,Dra. Cavalcante,3 de setembro de 2025,25 de dezembro de 2025,314055.00,18ª Vara Cível de Recife,em negociação
2220,5483975-50.2024.8.92.4422,529,TRABALHISTA,instrução,em recurso,Dra. Cavalcante,18/07/23,2025-08-14,340195,19ª Vara Cível de Recife,
2221,3576390-15.2021.2.82.8209,1436,trabalhista,recurso,settlement,Dr. Melo,21 de abril de 2023,17 de março de 2026,430864,14ª Vara Criminal de Recife,em negociação
2222,1311508-84.2020.3.38.8512,224,Civil,instrução,Ativo,Dr. Barros,2 de agosto de 2024,3 de setembro de 2026,,14ª Vara Cível de Recife,em negociação
